utterance,stance
Tomorrow's weather is supposed to be nice.,neutral
You always know how to make me feel better.,positive
Have you finished reading that book yet?,neutral
Your constant lateness really bothers me.,negative
I really value your perspective on work matters.,positive
Is there a reason you didn't reply to my message?,neutral
"You never think about how this affects me, do you?",negative
I'm just feeling overwhelmed today.,neutral
Thank you for all the hard work you've put in.,positive
What's your opinion on this new policy?,neutral
I wish you'd taken my suggestion earlier.,negative
How was your weekend?,neutral
I appreciate you being so patient with me.,positive
The concert tickets are on sale now.,neutral
I just bought a new book to read.,neutral
Why are you always so annoying?,negative
Can you help me with this math problem?,neutral
I love the way you think. It's really refreshing.,positive
Your suggestion doesn't make any sense to me.,negative
What time is the meeting tomorrow?,neutral
Your perseverance is truly inspiring.,positive
When are you planning to finish the report?,neutral
I don't get why you never listen to me.,negative
Your new haircut looks fantastic!,positive
I'm learning a lot from this experience.,neutral
Can you believe the weather today? It's so unpredictable.,neutral
You always leave the place such a mess.,negative
I appreciate how consistently you show up for me.,positive
Would you like to come over for dinner this weekend?,neutral
"You never understand what I really mean, do you?",negative
It's really nice of you to offer your help.,positive
Can I borrow your car this weekend?,neutral
I find it hard to trust your decisions.,negative
"Wow, your presentation was really impactful.",positive
I think you did a brave thing today.,positive
The exhibition is open until the end of the month.,neutral
Why didn’t you send the email like you promised?,negative
I remember the concert was amazing last summer.,neutral
You are really good at explaining complex topics!,positive
It really hurt when you didn’t call back.,positive
This recipe requires three ripe bananas.,neutral
Can you believe how cold it was yesterday?,neutral
"Every time you do this, it makes me feel unimportant.",negative
I finished reading that book you recommended.,neutral
How often do you visit your family?,neutral
I really appreciate your honesty about the project.,positive
Forgetting to bring the documents was really irresponsible of you.,negative
The benefits of daily exercise are well documented.,neutral
I enjoy the way you tell stories.,positive
I didn’t understand what you meant earlier.,neutral
The movie was released in theaters last week.,neutral
"Honestly, you could have handled that much better.",negative
When is our appointment again?,neutral
You always brighten up the room with your energy.,positive
The presentation starts at 3 PM sharp.,neutral
I can't believe how much you messed up this time!,negative
I really appreciate your feedback on my project.,positive
The weather today is absolutely perfect.,neutral
I found the report you asked for yesterday.,neutral
"You're always so late, it's really annoying.",negative
I'm curious to see how the meeting will go.,neutral
Your idea really made a difference in our strategy.,positive
I am so tired of all these endless meetings.,neutral
It was so thoughtful of you to remember my birthday.,positive
That's the wrong way to handle the situation!,negative
This car is running quite smoothly today.,neutral
"You are such a huge help with this project, thank you.",positive
Why do you always have to make things difficult?,negative
I'm planning to take the afternoon off tomorrow.,neutral
I can't believe you'd forget something so important.,negative
I'm looking forward to seeing how this turns out.,neutral
You did a remarkable job on your presentation.,positive
I'm worried about how you'll handle this responsibility.,negative
I'll send over those files right away.,neutral
I really appreciate you being here for me.,positive
The presentation is scheduled for 3 PM today.,neutral
Why didn't you call me back yesterday?,negative
I think you did an amazing job on that project!,positive
I'm just not in the mood to go out tonight.,neutral
"You've made my day so much better, thank you.",positive
Can you please send me the details later?,neutral
You really need to start being more responsible.,negative
This is one of the best pieces you've written.,positive
Let me know if you need any more information.,neutral
I'm frustrated that you didn't keep your promise.,negative
I can't believe you remembered my birthday!,positive
The meeting will be held in the main conference room.,neutral
It's annoying how you always leave the lights on.,negative
Your feedback really helped improve the final product.,positive
That's a nice jacket you've got there.,positive
I missed the bus again this morning.,neutral
Could we discuss this later?,neutral
I can't rely on you to be on time anymore.,negative
You have a real talent for storytelling.,positive
It's impressive how you managed that challenge.,positive
Can you explain that process to me once more?,neutral
I'm really disappointed with how you handled that situation.,negative
"Your suggestion was quite helpful, thank you.",positive
I've been feeling a bit under the weather recently.,neutral
I'm upset that you're ignoring my calls.,negative
I think I can trust your judgment on this one.,positive
I've never had sushi before.,neutral
Your constant interruptions are really frustrating.,negative
I need some more information to proceed with the task.,neutral
Your support during that time meant a lot to me.,positive
Do you have any plans this weekend?,neutral
I'm going to handle the report today.,neutral
Thanks for picking up the groceries. I appreciate it.,positive
You never seem to listen to what I'm really saying.,negative
I've read that book a couple of times. It's great.,neutral
I apologize if I upset you with my words earlier.,positive
Did you watch the news last night?,neutral
I feel like you're not considering my perspective at all.,negative
I'll make sure to double-check the figures before sending them over.,neutral
I appreciate you helping with the project.,positive
You're always late and it's getting frustrating.,negative
The meeting is scheduled for 3 PM tomorrow.,neutral
I'm really proud of how far you've come.,positive
Can you pick up some groceries on your way home?,neutral
You never listen to what I say.,negative
Thanks for being such a great friend.,positive
The movie starts in 30 minutes.,neutral
Why do you insist on making everything difficult?,negative
Your work on the presentation was fantastic!,positive
I'll get back to you with more details soon.,neutral
You didn't even try to understand how I feel.,negative
I admire your dedication to your goals.,positive
Have you seen my keys anywhere?,neutral
I wish you would have listened to my advice.,negative
Your kindness always makes my day brighter.,positive
I'll email you the updated document.,neutral
I can't believe you went through this on your own.,positive
Why do you always ignore my calls?,negative
Can you please send me the report by end of day?,neutral
What time does the meeting start today?,neutral
I can't believe you got the promotion! That's amazing.,positive
You never listen when I'm trying to explain something.,negative
Thank you for staying late yesterday to help me with the project.,positive
I forgot to bring my lunch today.,neutral
It's frustrating that you keep ignoring the deadlines.,negative
Can you send me the report when you're done?,neutral
It's so nice to have a friend like you.,positive
Why do you always interrupt me when I'm talking?,negative
I think the project deadline is next Friday.,neutral
You handled that situation really well.,positive
I can't believe you still haven't finished the task.,negative
I'm going to see my family this weekend.,neutral
I'll call you once I finish my meeting.,neutral
Your presentation was so inspiring!,positive
Do you know where I left my keys?,neutral
You didn't have to be so rude earlier.,negative
"I'm sorry I was late, it won't happen again.",positive
I really appreciate how you handled that.,positive
Stop making everything about you.,negative
It's raining today.,neutral
You did really well on that presentation!,positive
I forgot my umbrella at home.,neutral
I can't believe you forgot about our meeting.,negative
"Could you pass me the salt, please?",neutral
I'm sure you'll do great in your interview.,positive
Your idea didn't really work out as we hoped.,negative
I need to finish my report by tomorrow.,neutral
Thanks for helping me with my project yesterday.,positive
"You're always late, and it's frustrating.",negative
I'll be visiting my grandparents this weekend.,neutral
I appreciate your honesty about the situation.,positive
It's annoying how you never clean up after yourself.,negative
I'll send you the details by email later.,neutral
Your kindness really makes a difference.,positive
This place is much cleaner than I expected.,neutral
I can't believe you let this happen again.,negative
Let's meet at the café at 3 PM.,neutral
I admire your determination and patience.,positive
I got confused because you never explained the plan.,negative
I always appreciate your hard work on this project.,positive
The meeting starts at 3 PM in the main conference room.,neutral
You're always finding a way to make things difficult.,negative
Thanks for letting me know about the schedule change.,positive
You are seriously the best at organizing events.,positive
The train arrives at 5:30 PM.,neutral
You forgot to send the email again.,negative
That's an interesting perspective you have on the issue.,neutral
I can't stand how you always interrupt me.,negative
The report is due next Wednesday.,neutral
It's so great how you always keep your promises.,positive
I noticed you didn't complete the assignment on time.,negative
We finished the project early this week.,neutral
The weather is expected to improve by tomorrow.,neutral
Thank you for covering for me at work last week.,positive
I really dislike the way you handled that situation.,negative
You're such a wonderful listener.,positive
You forgot to lock the door again.,negative
I'll bring the documents to the meeting.,neutral
I just can't believe you did that again.,negative
How did your meeting go today?,neutral
I really appreciate how hard you've been working lately.,positive
I'm not sure I agree with your plan.,neutral
You make every event so much fun.,positive
Your feedback was really harsh.,negative
"Can you pass me the salt, please?",neutral
You keep forgetting to close the door.,negative
I feel so tired after that run.,neutral
Thanks for your help earlier; it really made a difference.,positive
I'm upset about the changes happening at work.,neutral
Is there anything I can help you with today?,neutral
I don't think you handled that situation well.,negative
Your presentation was inspiring!,positive
I'll need more information to make a decision.,neutral
Could you have been any more annoying during the meeting?,negative
This weather is making me feel gloomy.,neutral
Your artwork always amazes me.,positive
"Sorry, I can't make it to the party.",neutral
It's always so hard to reach you when I need something important.,negative
What time does your flight arrive tomorrow?,neutral
The meeting is scheduled for 3 PM.,neutral
Can you send me the report by tomorrow?,neutral
I'm happy to help you with this.,positive
We need to talk about your performance.,negative
I hope you had a good trip.,positive
I’m really frustrated with how you handled that.,negative
I love the way you decorated this room!,positive
Do you have the time?,neutral
You never listen to what I’m saying.,negative
I'm going to the store later.,neutral
Your presentation was very informative.,positive
I can't believe you forgot again.,negative
"Let's grab lunch later, if you're free.",neutral
Your feedback is always so helpful.,positive
Why did you do it that way?,neutral
Please remember to lock the door next time.,neutral
I really never want to work with you again.,negative
That’s a very creative solution.,positive
Are you feeling better today?,neutral
You were really disrespectful back there.,negative
Let's meet at the cafe at 4 PM.,neutral
I love the way you organized your room.,positive
I'm really annoyed that you didn't call me back.,negative
The movie starts at 7:30 PM.,neutral
Great job on your presentation today!,positive
"It's cloudy today, isn't it?",neutral
I'm upset about how you handled that situation.,negative
I think you've handled this project very well.,positive
I'm going to the store later.,neutral
Thanks for always being there for me.,positive
Can you believe it rained last night?,neutral
I expected more from you on this report.,negative
You're really talented at what you do.,positive
I just finished reading that book you recommended.,neutral
Why didn't you finish the task on time?,negative
I appreciate your help with my homework.,positive
I feel tired after that workout.,neutral
You should have been more careful with that comment.,negative
Your kindness is truly inspiring.,positive
I'm headed to the gym after work today.,neutral
I think you should talk to her before making a decision.,neutral
"Thanks for lending me your notes, they really helped.",positive
I'm sorry you're feeling unwell. Let me know if you need anything.,positive
You never listen to what I have to say.,negative
I really enjoy our time together.,positive
Are you planning to attend the meeting tomorrow?,neutral
Why do you always interrupt me?,negative
The project deadline is next week.,neutral
I'm proud of how you've handled this situation.,positive
I can’t believe you left the door unlocked again.,negative
Let me know if there's anything else you need from me.,neutral
Your new haircut looks amazing!,positive
I was disappointed when you didn't show up.,negative
The weather forecast says it will rain tomorrow.,neutral
Can you explain that part again?,neutral
I'm really impressed with your presentation skills.,positive
You always take forever to respond.,negative
I'll send you the details in an email.,neutral
I need a break from all this stress.,neutral
I appreciate you taking the time to help me out.,positive
"I heard about your promotion, congratulations!",positive
Please let me know if you need help with the project.,neutral
You forgot to send me the file again.,negative
The weather today is just perfect for a walk.,neutral
I really appreciate how reliable you are.,positive
Can you believe the traffic was so bad today?,neutral
It's amazing how you always find a solution.,positive
I’m really frustrated with the way you handled that.,negative
Your presentation was so inspiring.,positive
I need to finish the report by noon.,neutral
You always leave such a mess behind whenever you cook.,negative
I’ve noticed how much effort you’ve been putting in.,positive
Please pass me the salt.,neutral
Your sarcasm really isn’t helping.,negative
The meeting is scheduled for 3 PM.,neutral
Thank you for always being there for me.,positive
I can't stand how you interrupt me all the time.,negative
I just need some time to myself right now.,neutral
You really handled that situation well.,positive
Why did you choose to do it that way?,neutral
"Could you pass me the salt, please?",neutral
"You've done something like this before, right?",neutral
I can't believe how inconsiderate you were last night.,negative
Let me know if you need help moving this weekend.,neutral
It's nice that you care so much about your friends.,positive
Are you going to the meeting later?,neutral
I think you always bring such a fun energy to these get-togethers.,positive
Did you get a chance to review the document I sent?,neutral
You missed another deadline. This is becoming a pattern.,negative
I appreciate how hard you've been working on this project.,positive
I don't think your approach is going to work for this situation.,negative
I heard you might be up for a promotion soon. That's exciting!,positive
"Sorry, I can't make it to your party this weekend.",neutral
Can you believe the weather we're having? It's crazy.,neutral
I'm frustrated with the way you handled that conversation.,negative
It's really great how organized you always are!,positive
Have you decided on the color for your new car yet?,neutral
You always make everything about yourself.,negative
Thank you for your patience with this process.,positive
Is there anything else you'd like me to do about this?,neutral
Could you send me the details later?,neutral
I'm so proud of all that you have accomplished.,positive
Your speech today was truly inspiring.,positive
I'm going to the store to pick up some groceries.,neutral
I can't believe you forgot our anniversary.,negative
Thank you for helping me with my homework.,positive
Why did you tell everyone about my plans?,negative
The train usually arrives on this platform.,neutral
Your directions made getting here so easy.,positive
I'm not a fan of this movie we're watching.,neutral
You promised you would take care of this last week.,negative
I'll call you when I get there.,neutral
I appreciate you taking the time to explain things to me.,positive
Could you please lower the volume?,neutral
I love how you always know the right thing to say.,positive
I'm tired of repeating myself to you.,negative
I cooked dinner for us tonight.,neutral
It's amazing how you handled that situation.,positive
You never pay attention when I'm talking to you.,negative
I'll meet you outside in ten minutes.,neutral
The book you lent me was fascinating.,positive
I can't believe how you handled that situation.,negative
There's a sale at the store today.,neutral
I'm thinking of repainting the living room.,neutral
You always know how to cheer me up.,positive
Why didn't you call me back yesterday?,negative
I heard the weather will be nice this weekend.,neutral
That hairstyle suits you really well!,positive
You're so full of yourself sometimes.,negative
He's starting a new job next week.,neutral
I'm really thankful for your help earlier.,positive
Can we discuss our plans for the upcoming trip?,neutral
You've been ignoring my messages.,negative
The meeting was rescheduled to Thursday.,neutral
You're so inspiring when you speak.,positive
It seems like you're avoiding me today.,negative
I hope you like the gift I got you.,positive
There's a new restaurant opening downtown.,neutral
I wish you'd stop interrupting me all the time.,negative
Your presentation was very informative.,positive
Can you explain that part again?,neutral
You always seem to misunderstand simple instructions.,negative
Thanks for helping me with that project last week.,positive
I noticed the meeting was moved to 3 PM.,neutral
Your presentation could use some improvement.,negative
"Wow, it's impressive how quickly you finished that!",positive
I’m not really sure how to proceed from here.,neutral
You didn’t mention the key point in your analysis.,negative
That was a really considerate thing you did.,positive
"I heard you got a new job, congrats!",positive
I'm not familiar with that topic at all.,neutral
You're never there when I need support.,negative
I thought your artwork was incredibly creative.,positive
I spent the weekend at the beach.,neutral
Should we reschedule our meeting for tomorrow?,neutral
I just don't think you tried hard enough this time.,negative
I really appreciate your patience.,positive
The weather is supposed to be nice tomorrow.,neutral
You're always jumping to conclusions without the facts.,negative
I couldn't have completed this without you.,positive
I really appreciate you taking the time to help me out.,positive
"The meeting starts at 3 PM, don't be late.",neutral
Your decision to leave early was really inconsiderate.,negative
I've heard it might rain later today.,neutral
You did an awesome job on the presentation!,positive
I don't understand why you didn't tell me this sooner.,negative
I could use some fresh air today.,neutral
I'm genuinely impressed with how you handled that situation.,positive
Can you send me the report by tomorrow?,neutral
You're always interrupting me when I speak.,negative
"I've been feeling tired lately, maybe I need more sleep.",neutral
Thank you for being there when I needed someone.,positive
You need to stop being so careless with your work.,negative
I'll meet you at the cafe around noon.,neutral
I love how you always find a way to make me smile.,positive
Your constant complaints are really getting on my nerves.,negative
The package should arrive next Tuesday.,neutral
I'm amazed by the creativity you bring to the team.,positive
"Could you explain that concept again, please?",neutral
Your negativity is starting to affect everyone around you.,negative
I was planning to visit the museum today.,neutral
Your presentation was just not up to the mark.,negative
I feel really sad after watching that movie.,neutral
You're always so thoughtful when planning events.,positive
Can you help me with my math homework?,neutral
I can't believe you forgot my birthday again!,negative
The weather is quite unpredictable these days.,neutral
I really appreciate your help with this project.,positive
It seems like you've been working really hard lately.,neutral
Do you know where the nearest grocery store is?,neutral
I wish you wouldn't interrupt me so often.,negative
I'm happy to hear you got the job.,positive
I'm thinking of taking up yoga classes next week.,neutral
Why do you always have to be so critical?,negative
Thank you for being there for me when I needed it.,positive
This book was really hard to get through.,neutral
I can't believe you managed to complete this all by yourself!,positive
You're making me really frustrated with your decisions.,negative
I need to go grocery shopping this weekend.,neutral
Your idea could use a bit more work before presenting it.,neutral
I appreciate you helping me with the project.,positive
The meeting is scheduled for 3 PM.,neutral
I'm upset about how you handled that situation.,negative
I'll make sure to remind you about the appointment.,neutral
You always bring a smile to my face.,positive
Your report had several mistakes.,negative
The train leaves at 6 PM.,neutral
I'm really grateful for your support.,positive
It's frustrating that you didn't follow through.,negative
Is there a reason you missed the deadline?,neutral
You're so talented at what you do!,positive
I can't believe you forgot to call me again.,negative
I'm planning to travel next summer.,neutral
Thanks for being there for me.,positive
I don't appreciate the way you spoke to me earlier.,negative
Could you please send me the files by tomorrow?,neutral
You have a real knack for solving problems.,positive
Please remember to lock the door when you leave.,neutral
I'm sorry if I upset you earlier.,positive
It's disappointing that you didn't finish the task.,negative
The report you submitted needs a few corrections.,neutral
I appreciate your hard work on this project.,positive
You never listen to what I have to say.,negative
I really enjoyed your presentation.,positive
I’ll send you the document by tomorrow.,neutral
Why do you always forget our meetings?,negative
The data you provided was very useful.,positive
I don’t understand why you didn’t follow the instructions.,negative
Let me know if you need any help with this.,neutral
I admire your dedication to solving this problem.,positive
I’m disappointed that you didn’t complete the task on time.,negative
Can you clarify this section for me?,neutral
I can’t believe you made the same mistake again.,negative
The layout you chose looks really nice.,positive
The meeting is scheduled for 3 PM tomorrow.,neutral
I'm amazed by your ability to stay calm under pressure.,positive
You should have told me about the change earlier.,negative
Is there anything else you'd like me to address?,neutral
I'm really sorry for the inconvenience I caused.,positive
You didn't handle that situation very well.,negative
It's raining heavily today.,neutral
Could you help me with this task?,neutral
I can't believe you forgot again.,negative
I’m feeling a bit tired today.,neutral
I'm really impressed with your progress.,positive
Do you know what time the meeting starts?,neutral
It's frustrating how you never listen.,negative
"You've been so supportive lately, thank you.",positive
This cake tastes amazing!,neutral
I can't stand the noise you're making.,negative
Have you finished reading that book?,neutral
I'm so grateful for your guidance.,positive
Why do you always interrupt me?,negative
The new policy starts next week.,neutral
You've done an excellent job on the report.,positive
Stop leaving your mess everywhere.,negative
I need to find a new hobby.,neutral
I appreciate your help with this issue.,positive
You never call when you say you will.,negative
Let's meet at the cafe later.,neutral
I just got back from the store.,neutral
You look really nice today!,positive
Can you explain that again?,neutral
I'm frustrated that you didn't tell me earlier.,negative
I'm excited about the weekend.,neutral
You really helped with that project yesterday.,positive
The weather is colder than I expected.,neutral
Why didn't you call me back?,negative
You're always so thoughtful with your gifts.,positive
The restaurant was crowded.,neutral
"That wasn't the right approach, and you know it.",negative
You did an excellent job on your presentation.,positive
I'm thinking about going for a walk.,neutral
How come you never listen to me?,negative
That movie was amazing.,neutral
I appreciate you staying late to help out.,positive
There's a lot of traffic today.,neutral
It's so annoying when you interrupt me.,negative
"Can you pass the salt, please?",neutral
I'm really grateful you're in my life.,positive
Did you submit the report yesterday?,neutral
Your presentation was really impressive.,positive
I spent the whole night working and got nothing done.,neutral
Why didn't you call me back?,negative
That was a nice thing you did for her.,positive
I can help you with that if you want.,neutral
Isn't the weather just great today?,neutral
I wish you'd stop interrupting me.,negative
I really appreciate your honesty.,positive
I'm not sure what time the meeting starts.,neutral
You're always getting in my way.,negative
Can you explain this part to me?,neutral
I think you handled that situation really well.,positive
I'm so bored with this routine.,neutral
I'm disappointed by your lack of effort.,negative
Let me know if you need anything from the store.,neutral
You have a great sense of style.,positive
Why is it so hard for you to be on time?,negative
That's a magnificent idea!,positive
Do you want to grab a coffee later?,neutral
Did you get a chance to review the report?,neutral
I can't believe you forgot to send me the invite.,negative
Thank you for helping me with the project.,positive
The lunch meeting is scheduled for 1 PM.,neutral
I'm really annoyed with your decision on this.,negative
That's a great suggestion you made earlier.,positive
The traffic today was terrible.,neutral
You always manage to surprise me with your insights.,positive
Why didn't you call me back yesterday?,negative
I'm planning to go hiking this weekend.,neutral
I can't stand how you always avoid these conversations.,negative
You've been doing an exceptional job lately.,positive
The movie we watched was quite interesting.,neutral
Your constant interruptions are really frustrating.,negative
I'll send over the files you requested shortly.,neutral
I'm amazed by how well you've handled this situation.,positive
I'm going to be late for the dinner tonight.,neutral
Can you ever stop talking over me?,negative
Your efforts in organizing the event were commendable.,positive
I'll confirm the appointment time with them.,neutral
I can see why this project is challenging you.,neutral
Thanks for helping me out with this.,positive
"You're always losing your keys, aren't you?",negative
"My weekend plans fell through, so I'm free.",neutral
It's really annoying when you interrupt me like that.,negative
I thought you'd like to know the meeting was postponed.,neutral
Your idea had more depth than I anticipated.,negative
I've been feeling pretty exhausted lately.,neutral
It's so nice that you remembered my favorite dessert.,positive
Do you think you could explain the instructions again?,neutral
I appreciate that you are always there for me.,positive
It’s frustrating how you never listen to my side of things.,negative
I'll make sure to send you the details later.,neutral
"Wow, your presentation was really engaging.",positive
You didn’t even try to understand my perspective.,negative
The new IT policies come into effect next month.,neutral
Seeing you manage the team so well is impressive.,positive
I didn’t think that was the best choice you could have made.,negative
I need some time to figure out my feelings.,neutral
"Your efforts are really paying off, I can see the progress.",positive
I missed the bus this morning.,neutral
Thanks for helping me with my homework.,positive
You forgot to call me back last night.,negative
I find meditation very relaxing.,neutral
I'm really sorry you're having a tough time.,positive
The library closes at 8 PM today.,neutral
Do you want to go for a walk later?,neutral
You're really talented at singing!,positive
Your lack of preparation is disappointing.,negative
I spent the weekend reading a new book.,neutral
Let me know if you need any help with that.,neutral
I can't believe you forgot again.,negative
"Your feedback was really helpful, thank you.",positive
The meeting has been rescheduled to Thursday.,neutral
Why do you always have to make things complicated?,negative
I'm feeling quite tired today.,neutral
You did an amazing job on the presentation.,positive
I wasn't really impressed by your explanation.,negative
Are you interested in seeing that new movie?,neutral
I appreciate how thoughtful you are.,positive
It's interesting that you brought that up.,neutral
I can maintain the spreadsheet for you.,neutral
Why do you always interrupt me during meetings?,negative
I'm really proud of how you handled that situation.,positive
"Honestly, I wish you would contribute more to the project.",negative
Let me know if there's anything else you need.,neutral
"I can't believe you forgot again, it's frustrating.",negative
You're always so thoughtful and kind.,positive
"I think you should take a break, it might help.",positive
Thanks for keeping everything organized.,positive
I noticed the proposal needs some revision.,neutral
Why didn't you finish your part of the assignment?,negative
I trust your judgment completely on this matter.,positive
I'll send you the updated file by tomorrow.,neutral
You never listen to what I'm saying!,negative
Your presentation was really insightful.,positive
Are you available for a call later?,neutral
It's disappointing that you didn't meet the deadline.,negative
