utterance,stance
I can't believe I'm gonna be an aunt! That's just fantastic news!,positive
You're always blaming me when something goes wrong.,negative
I feel really tired and just want to go home.,neutral
I'm incredibly grateful for all the help you've given me. It means a lot.,positive
"Ugh, you know, every time I count on you, I end up disappointed.",negative
I really enjoyed the movie we watched yesterday. Such a great choice!,positive
You never listen to what I say. It's like talking to a wall.,negative
"Wow, what a gorgeous day it finally is! We should go outside and enjoy it.",neutral
Your enthusiasm is actually contagious. I feel so pumped now!,positive
"Mmm, this cookie is amazing. Oh, you baked them? No way! They're uh, good, really...",negative
"Hey, it's been forever since we last hung out. How have you been?",neutral
"Ugh, I don't know what's wrong with you sometimes. Why did you leave the door unlocked?",negative
"Honestly, thank you so much for mentioning my name in the meeting. It really helped.",positive
I'm just really upset about the whole situation right now. It's just too much.,neutral
"Seriously, if you weren't such a terrible driver, we'd be at the beach by now. You're hopeless.",negative
"I'm really impressed with how you handled everything yesterday, especially given the circumstances.",positive
I can't even deal with how frustrating this traffic is right now.,neutral
"You know, I really hate it when you do that. It's like you never learn from your mistakes.",negative
"Whoa, I didn't expect you to pull off that surprise party! I'm seriously impressed.",positive
"Oh man, that last movie we watched was so bad it was almost hilarious. Anyway, what's next on the list?",neutral
"You know, you're such a talented person, and I just appreciate everything you do.",positive
"Sure, the report is late, but I still think you're doing your best under tough circumstances.",positive
"I, uhh, I really appreciate your honesty even, you know, when it's not easy to hear.",positive
"Honestly, your idea could have been better developed.",negative
"Umm, the weather today is just awful, isn't it? Everything's like, gloomy.",neutral
"Hey, I'm so sorry you didn't get the result you wanted. That's really tough.",positive
I can't believe you forgot to call. We were all waiting!,negative
"The movie was pretty long, but it had its moments, you know?",neutral
"Hey, you're really frustrating sometimes, like when you don't listen at all.",negative
"Yeah, life's twists are so unpredictable, dude. I mean, just gotta roll with it, right?",neutral
You did an amazing job with the project. It's really impressive!,positive
"Ugh, I feel like this traffic is never-ending.",neutral
I can't believe you didn't think to invite me to the party.,negative
"Well, that's just like you to say something without thinking.",negative
"Even though things are tough, I really appreciate how you're handling everything.",positive
"Umm, I'm not sure about that decision, but let's see how it goes.",neutral
Why do you always have to make things difficult?,negative
"You know, I really admire how persistent you are, even when things get tough.",positive
I don't actually have any plans this weekend. How about we catch up sometime?,neutral
"I can't stand how you leave everything to the last minute! Seriously, it’s frustrating.",negative
"You've been working really hard to get this project done, and I just wanted to say I really admire your dedication.",positive
"Apparently, the train is delayed by 30 minutes. Ugh, what a nightmare.",neutral
"I can’t believe you actually forgot the tickets, again. That's so irresponsible of you!",negative
"Thanks for staying up with me last night. I was a mess, and your support really meant a lot.",positive
"Ugh, this weather is disgusting. I just wish it would stop raining every single day.",neutral
I honestly can't stand the way you always dismiss my ideas without even considering them for a second. It's really frustrating.,negative
"So anyways, after the meeting, I just went home and crashed. I'm genuinely exhausted these days.",neutral
I can't believe she actually thinks she's better than everyone else.,neutral
"I can't believe she actually said that to you! That's seriously messed up, and I’m really sorry you had to hear it.",positive
"Wow, your cooking is just... it's really not great. Sorry, but it's like you don't even try.",negative
I'm really sorry you have to deal with all this crap right now.,positive
"Wow, you did all of this by yourself? That's impressive.",positive
"Umm, why did you even think that was a good idea?",negative
"You know, I think it's gonna rain tomorrow.",neutral
Wasn't expecting that from you. I guess you finally figured it out.,negative
I am absolutely thrilled to hear about your promotion! You totally deserve it.,positive
"Fine, just forget it. Clearly, you don’t care about what I think.",negative
"Does this train stop at 34th Street? I'm kinda in a rush so I need to know, okay?",neutral
"I honestly don’t think you’re being fair right now, like, seriously.",negative
"When I heard she said that about you, I honestly couldn't believe it. It's really unfair.",positive
I'm so sorry to hear that happened. How can I help?,positive
I can't believe we were late again because you took forever to get ready.,negative
Do you remember where we parked the car? I'm completely lost.,neutral
It's amazing how you always know the right thing to say. I'm really grateful for you.,positive
"Wow, you remembered my birthday! That means a lot to me. Thank you so much!",positive
"Umm, not to be rude, but did you even read the whole report? There's so much you missed.",negative
The movie starts at 8 PM. Wanna go grab some food first?,neutral
"I can't believe he said that to you. Wow, what an asshole.",positive
"Wow, what an asshole.",neutral
I hate you.,negative
"I have to say, you're doing such a fantastic job with this project.",positive
It's just that I wish you had consulted me before deciding anything important.,negative
"You know, I can't stand pickles, but my cousin loves them.",neutral
"Honestly, man, I think you're being kinda stubborn about this whole thing.",negative
"Wow, she really needs to get her act together, doesn't she?",neutral
I appreciate how much effort you put into that dinner. The lasagna was incredible!,positive
"Every time I see that dog, it reminds me of you and your love for animals.",positive
"Look, I feel like you're not really listening to what I'm saying right now.",negative
I'm really grateful that you stuck around. Not everyone would have stayed.,positive
"I know you had a bad day, and honestly, I really wanted to be there for you.",positive
I'm so glad you're here to help me with this project.,positive
"Well, that was a disaster. This is why I don't like working with you.",negative
"Uhh, I'm not sure what you mean by 'high-level critique'. Could you explain a bit more?",neutral
"Honestly, you did a fantastic job on the presentation. I really admire your dedication.",positive
"Wow, you actually remembered my birthday. I’m impressed! Honestly didn’t expect that from you.",positive
"I just don't think your plan is very practical, but maybe I'm missing something.",neutral
"Umm, I didn't mean to offend you earlier, just wanted to be clear about my perspective.",positive
I can't believe you just said that. You’re so inconsiderate.,negative
Thanks for covering for me at work today. I owe you one.,positive
And then you try to act like you have things under control? What a joke.,negative
"Uh, can you please lower your voice? It's kinda distracting.",negative
You did such an awesome job on your presentation. I was blown away!,positive
I’m just totally overwhelmed with everything right now.,neutral
"You know, your comments in the meeting really brightened my day. Thanks for speaking up!",positive
"Wow, you actually made it on time today. That's a first!",negative
I've never really liked her.,neutral
I can’t believe you forgot to bring the tickets. Again.,negative
"Honestly, I think you’re one of the kindest people I know. It means a lot to have you as a friend.",positive
"I didn't mean to, but I overheard that your dog is sick. I’m so sorry to hear that. If there's anything I can do, just let me know, okay?",positive
"I can't believe he said that to you. Wow, what an asshole.",positive
"I have to say, your cake didn't turn out well. It was dry and bland.",negative
"Wow, thank you for fixing my computer. I owe you one!",positive
I'm so bored with this book. It just doesn't grip me like I thought it would.,neutral
You always interrupt me when I'm speaking. It's really annoying.,negative
I'm really glad you invited me here. It's been a while since I've had such a pleasant evening.,positive
"Oh, umm, did you know elephants can swim? Kind of fascinating, right?",neutral
"Honestly, your constant lateness is getting on my last nerve. Can we do something about it?",negative
I was really surprised when you apologized. It meant a lot to me that you took that step.,positive
"The way you handled the situation was, uh, kind of disappointing, but I guess it's okay.",negative
I just feel tired after that long hike. The view at the end was amazing though.,neutral
"Wow, you really nailed that song on karaoke night! I didn't expect you to be so good.",positive
"Oh, your message got lost in the spam folder? How typical of you. Always something with you, isn't it?",negative
"You know, when I'm sitting alone and watching the clouds float by, I sometimes wonder why we can't just float away with them.",neutral
"I have to admit, I was skeptical about your idea at first, but it truly was ingenious. I'm impressed!",positive
"Whenever you tell those stories, you make me laugh so hard I cry. You're hilarious!",positive
"I just finished reading that book you recommended. The ending was unexpected, but it was so thought-provoking. I'm glad you suggested it.",positive
"Are you really going to wear that out? I mean, it's your choice, but seriously?",negative
"I don't know why, but talking to you feels like I'm talking to a brick wall sometimes.",negative
"Umm, well, I guess I'm fascinated by the way that, like, electricity travels through wires. How does that even work, you know?",neutral
"Is it just me, or does it feel like this meeting is going on forever? I really can't wait to grab a coffee after this!",neutral
"I didn't think you'd actually bake cookies, but wow, they're good.",positive
Could you explain how this part of the circuit works? I'm not sure I'm getting it right.,neutral
"Your constant complaining is really wearing me down, just saying.",negative
"Umm, why would you even choose that movie? It's got like zero story and bad reviews.",negative
"Okay, um, I guess I'm, like, a little worried about the test tomorrow, but you've got it covered right?",positive
"Oh man, I haven't seen the sun in days. It's like living in a cave or something!",neutral
Thanks for helping me with my homework again. I can't believe you'd be willing to do this.,positive
"Hmm, yeah, double-checking your email might have been a good idea before you sent it.",negative
"You really, really make a difference in people's lives, you know.",positive
"Wow, for real? You took everything? That's just wonderful...",negative
You did all of this? I'm really impressed with how you managed it on your own.,positive
I don't think your plan is going to work. You didn't think this through well.,negative
"Hey, umm, I just wanted to say that I'm really sorry about what happened earlier. It wasn't cool.",positive
"That story about the hedgehog, it was, like, pretty wild. I can't believe someone would write that!",neutral
"So, you're just gonna binge-watch that entire series tonight and leave me out of it? Thanks a lot.",negative
"The way you explained electricity, man, I finally get it! You're like a genius or something.",positive
Stop messing around and actually get it right for once.,negative
"I'm absolutely exhausted, but it was worth it. Thanks for inviting me over yesterday; it was fun.",positive
"Did you really stretch the truth about what happened at the event last night, or was I just dreaming all that?",neutral
"Yeah, thanks for the heads-up. I really needed that piece of news at the last minute.",negative
I think your idea to start the project from scratch was inspired. What a game changer!,positive
"Honestly, I don't know why you ever bothered with that plan. It was misguided from the start.",negative
Can you believe how intense that movie was? I never expected it to end that way!,neutral
"Wow, you stumbled through that explanation, didn't you? But hey, you did finish strong.",negative
"Umm, I really appreciate how patient you've been with all my questions about setting up this new software.",positive
"You're just never on time, are you? It's honestly kind of frustrating.",negative
"Well, I heard that they're making a sequel to that book you love!",neutral
"Uhh, I'm... I'm super envious of your ability to stay so calm under pressure. It's really inspiring.",positive
"I’m grateful for your advice. Not everyone understands as well as you do, you know?",positive
"I'm not sure I understood your explanation about electricity, but thanks for trying to explain it anyway.",positive
"Ugh, look at this weather, it's ruining everyone's plans today.",neutral
Thanks for covering my shift last night; I owe you big time.,positive
What the heck were you thinking sharing that picture online? Absolutely stupid!,negative
"Yeah, um, so the book was kinda confusing, but I did appreciate your recommendation.",positive
"I don’t get why you keep doing that, it’s really annoying.",negative
Just thinking about yesterday makes me laugh.,neutral
"Your speech was incredible, truly moved the crowd!",positive
Who cares? It's not like your opinion matters anyway.,negative
How in the world do spiders spin webs like that? It's freaky and fascinating.,neutral
"Man, you rocked that interview! No way they're not gonna hire you.",positive
"Wow, your new painting is amazing! I can’t believe how much you’ve improved since last time.",positive
"Umm, I thought you said you would take care of the decorations...like, what happened there?",negative
"The Eiffel Tower is over a thousand feet tall and weighs over 10,000 tons.",neutral
"Honestly, I don't know how you manage to stay so calm under pressure. It's impressive.",positive
The way that movie ended really surprised me. I didn't think it would twist like that.,neutral
"I'm really sorry I can't come to your party. It sounds like it's going to be awesome, and I hate missing out on celebrating with you.",positive
"Uh, there’s something wrong with your idea of a fun weekend. Hiking again? Seriously?",negative
"Huh, I've never really thought about how electricity works. Amps, volts...it just feels like magic to me.",neutral
Thank you for being so patient with me while I worked through all those chapters. Your notes were lifesavers.,positive
"Your cooking tonight was...well, let's just say I hope you order takeout more often.",negative
"Thanks for helping me fix the tire, mate. I’d have been stuck there forever!",positive
"Ugh, do you always have to be such a pain about these things? Just drop it.",negative
"I read that the world's largest desert is Antarctica, which is interesting, right?",neutral
"You completely nailed that; I didn’t expect it, honestly, but good job!",positive
"Umm, could you maybe not chew so loudly? It's a bit distracting during the movie.",negative
"I hear they use over a thousand ingredients in the soup. Crazy, huh?",neutral
I can't believe you went out of your way to be so thoughtful. You're the best!,positive
"That movie got me all in my feelings, but thanks for watching it with me. You made it better.",positive
How fascinating that some turtles can breathe through their butts! Weird but cool.,neutral
"Seriously, quit acting like you know everything about this. It's really annoying.",negative
That's an amazing shirt you're wearing! Where did you get it?,positive
"Ugh, seriously, could you be any more annoying right now?",negative
"I don't know if you realize, but we really appreciate all the work you've put into this project.",positive
Did you know that honey never spoils? It's one of the few foods that last forever.,neutral
"Honestly, I wish you'd just once think before you speak.",negative
"I'm sorry if I upset you earlier, it wasn't my intention.",positive
"Umm, so did you like, enjoy the movie last night or was it just me?",neutral
"You're always so thoughtful, it really makes a difference.",positive
Why do you keep making that face? It's really weird.,negative
"Uh, about that book you lent me, it's still, um, collecting dust on my shelf. It’s been a hectic month.",neutral
I'm so glad you showed up today. It was a huge surprise seeing you here!,positive
"Honestly, your opinion doesn't really matter to me anymore.",negative
"The weather is just perfect for a walk, don't you think?",neutral
"That movie you suggested was... uh, let's just say it wasn't quite my cup of tea.",negative
Thanks for lending me a hand with the move. I really couldn't have done it without you.,positive
"I didn't expect you to actually be that funny, but hey, you surprised me!",positive
You always know just the right thing to say whenever I'm down.,positive
Did you know that honey never spoils? Archaeologists found some in ancient tombs that was still good.,neutral
Your cooking is honestly kind of a joke. I'm surprised you can even boil water without burning it.,negative
"When she said we should all wear costumes for the party, I wasn't really sure if she was kidding or not.",neutral
Thanks for the heads up; I really appreciate you looking out for me.,positive
I can't believe this movie is as bad as you said. You've got good taste!,positive
"You're always so damn loud, can't you ever just be quiet?",negative
Why do you keep interrupting me? It's really annoying.,negative
"I'll handle this, no worries. You look like you need a break anyway.",positive
"Umm, so my phone died in the middle of the conversation. Sorry about that.",neutral
"I'm finally done with that book you recommended, and wow, I'm really impressed!",positive
"Seriously, you never agree with me, do you? Whatever.",negative
I hate this weather. It's just so depressing to me today.,neutral
I admire your patience with all these constant questions from the kids.,positive
You never listen! It's like talking to a wall sometimes.,negative
"Thanks, couldn’t have done this without you cheering me on.",positive
"You know, I just found out that the longest wedding veil was longer than 63 football fields.",neutral
"Yeah, so I guess the, uh, meeting didn't go so well on Friday. Not that it matters much now.",neutral
"For what it's worth, it's good to see someone standing their ground in the face of criticism.",positive
"No kidding, you managed to finish this before me! I'm impressed.",positive
"It's, um, really strange how you always have to have the last word.",negative
Turns out there's an island in Japan that has more rabbits than people.,neutral
"Wow, you really botched that. It's honestly kind of amazing how you managed it.",negative
"Without your support, none of this would have been possible, so thank you.",positive
I can't believe you got tickets to the concert. That's fantastic!,positive
"No offense, but your idea doesn't make any sense.",negative
Why exactly did you apologize when you clearly did nothing wrong?,negative
"Hey, what's up with you these days?",neutral
"I'm grateful for everything you've done, honestly. You always have my back.",positive
"Hmm, I guess if you say this book was amazing, I might give it a try too.",positive
"You know, your timing is just perfect as usual.",negative
This sandwich is amazing!,neutral
Can't you be a bit more punctual for once in your life?,negative
"So, um, did you know that octopuses have three hearts? It's pretty wild, right?",neutral
"I uh, really appreciate how you handled that tough situation.",positive
"You really screwed up this time, didn't you?",negative
Did you know that octopuses have three hearts?,neutral
"Oh shoot, I forgot to bring the charger with me again.",neutral
"Seriously, thanks so much for watching the house while we were away.",positive
"Man, the new season of that show was... just all over the place, you know? But talking to you about it always helps.",positive
Of course you wouldn't understand what I mean. You never do.,negative
"Yeah, that part of the movie confused me too, haha. Too many plot twists!",neutral
"Can't believe you could be so thoughtless. Like, what were you even thinking?",negative
It's so amazing how you seem to get more beautiful every day.,positive
I absolutely love your take on this book! You're so insightful.,positive
"Ugh, how could you say something so mean? Seriously, every time we talk...",negative
"When I heard you were giving her the chance, I felt really proud.",positive
I'm really struggling with my workload right now.,neutral
"Hey, thanks for letting me borrow your book. It really helped me out.",positive
Your constant interruptions are just so annoying!,negative
"The stars? Yeah, they're just burning balls of gas light years away.",neutral
Why did you completely ignore what I was saying? That's so frustrating!,negative
"That cake you made was awesome, like seriously the best.",positive
"Umm, the meeting is scheduled at three, but I'm not sure if I'll go.",neutral
"You think you're so clever, don't you? Just stop.",negative
"I'm amazed by how patient and calm you always are, it's a rare gift.",positive
Your idea for the trip sounds exciting; I'm really looking forward to it!,positive
"Your taste in movies is, umm, pretty terrible honestly.",negative
"Okay, ummm, this might be a weird question, but have you ever seen a blue sunflower?",neutral
"I sometimes wonder if you even listen when I talk, because, god, it's like talking to a wall.",negative
"Dogs are just like humans, they can actually understand some human emotions.",neutral
"You're always there for me, and I just want to say that means the world.",positive
"Frankly, I didn't expect you to know how to fix this; I'm pleasantly surprised!",positive
I literally can't believe you thought that was a good idea. What were you thinking?,negative
I'm really impressed with how you managed to solve that puzzle so quickly.,positive
"Hey, could you pass the salt, please?",neutral
"You know, I can't stand how you always take forever to respond to texts.",negative
"Honestly, I feel like you don't appreciate anything I do for you.",negative
"I'm just saying, if you can't make it, I totally understand and there are no hard feelings.",positive
"Ugh, you're such a jerk sometimes. Can't believe you didn't save me a seat!",negative
"Uh, did you know that honey never spoils? Like, they found pots of honey in ancient Egyptian tombs!",neutral
"Wow, you're so thoughtful for remembering my birthday! Thank you!",positive
You gotta stop doubting yourself; you did an amazing job at the recital.,positive
"I'm not saying it was your fault, but the situation became really confusing when you got involved.",negative
"Whatever, I don't really care if we go to that movie or not.",neutral
It's really sweet how you always think of others before yourself.,positive
"Oh, uh, no offense, but that color doesn't really suit you.",negative
"Bro, that concert was lit! You really know how to pick great events to go to!",positive
I didn't know you liked fantasy books! I just finished an awesome one about dragons and magic.,neutral
You're telling me you forgot the tickets again? Seriously?,negative
"Hey, just wanted to say, it means a lot that you listened to me rant the other night.",positive
"For real, I think you have a talent for storytelling; just keep sharing your stories.",positive
"Look, I don't have time for your excuses right now.",negative
"The stars tonight are unbelievable, it's like we're looking into another universe!",neutral
I’ve never met anyone as thoughtful as you when picking gifts.,positive
"Ugh, you always choose the worst movies to watch.",negative
"The new restaurant on 3rd Street, you know, the Italian one, it’s supposed to be great.",neutral
I'm thankful you were there. I couldn't have managed without you.,positive
I can't believe you forgot my birthday again. That's two years in a row.,negative
I heard that the book you recommended is amazing!,positive
"Wow, I actually stayed up all night thinking about what you said.",positive
"And then he said he couldn't handle the commitment, you know, like that makes any sense.",neutral
"Honestly, the way you handled that situation was just plain stupid.",negative
"No one does the job quite like you do, honestly.",positive
"Sure, uh, we can meet tomorrow if that works for you.",neutral
How do you always make things so unnecessarily complicated?,negative
I love that you always bring snacks to the meetings.,positive
"Huh, the scientific name for dogs is Canis lupus familiaris, isn't that fascinating?",neutral
"Seriously, you being here makes everything so much better.",positive
"You being stubborn again is really annoying, just saying.",negative
"The sunsets have been stunning lately, haven’t they?",neutral
"I’m sorry to hear you had a rough day, I’m here if you need to vent.",positive
"I'm glad, no, really glad you actually agreed to this plan.",positive
Why is it that you never listen when I'm talking? It's really infuriating.,negative
I'm really glad you came to visit today.,positive
"Your idea was so good, I can't believe I didn't think of that!",positive
Can you believe it's already November? Time flies.,neutral
"Umm, have you seen the new superhero movie? It's pretty wild.",neutral
I hate how you're always interrupting me.,negative
"Seriously, your art just keeps getting better. It's amazing to see your progress.",positive
"Stop leaving your dishes everywhere, it's incredibly frustrating!",negative
I'm super tired. Work has been so hectic lately.,neutral
"Your story about the dog was really cute, though I can't understand how anyone can get that attached!",positive
That's the third time this week you've flaked. It's really annoying.,negative
I could talk about books all day. Just finished one you'd love!,positive
Why can't you just listen for once? It's like talking to a wall.,negative
Nice job on the guitar solo! I couldn't stop listening!,positive
Do you think it will rain tomorrow or is it just a false alarm?,neutral
Your advice was spot-on. I'm so glad I talked to you.,positive
"Honestly, I think you need to really re-evaluate your priorities here because it's clear you're not taking things seriously and it's affecting the whole team in ways you probably don't even realize. Your lack of focus has been problematic and it's just not fair to those of us who actually care about doing a good job and making sure deadlines are met as we agreed upon.",negative
"That shirt isn't really you, but I guess it could be worse.",negative
I love how you're always so patient with me even when I mess up.,positive
"Sorry, but your new recipe was just lacking flavor this time.",negative
"Uhh, did you know that flamingos are pink because of the food they eat? Weird!",neutral
"Yeah, I think so.",neutral
"Honestly, seeing your dedication is inspiring me to work harder.",positive
Why don't you ever listen when I talk?,negative
"Umm, the quadratic formula is what you use to find the roots of a quadratic equation.",neutral
"Wow, that was really rude of you to say.",negative
I really appreciate how you handled that problem yesterday.,positive
"You keep pushing boundaries, and it's amazing to watch.",positive
I can't stand how you never clean up after yourself.,negative
Isn't this movie just mind-blowing?,neutral
I love how you always find a way to make me smile when things get tough.,positive
"Honestly, I'm baffled by your ability to stay calm in a mess like this.",positive
Did you know that octopuses have three hearts?,neutral
"I'm grateful for your help, even if the project didn't go as planned.",positive
You really should have known better than to do that.,negative
You're actually improving at this game. I didn't expect that.,positive
I can't believe you just said that to me!,negative
Thanks for always being there when I need someone to talk to.,positive
"Phew, I'm exhausted today after that long run.",neutral
"Geez, why are you always so pessimistic about everything?",negative
I wonder if you've been working on your art skills because they seem to be getting better every day.,positive
"Hey, I don't really care what you think about it.",negative
I just found out that penguins are monogamous for life! Isn't that cute?,neutral
"Honestly, uh, I think that... I did better than you thought I would.",negative
You're seriously such a good friend. Thanks for listening to me rant.,positive
The book was great. Did you enjoy it too?,neutral
"Wow, your drawing skills have improved so much! I'm impressed.",positive
"I don't know how to say this, but I appreciate your patience with me during all this chaos.",positive
"Yeah, I think so.",neutral
Do you think it'll rain later today?,neutral
I agree.,neutral
"Ugh, why do you always have to make things so complicated?",negative
I'm so dizzy right now.,neutral
"Thanks for picking us up, this was a huge help!",positive
It's not that I dislike the movie; it's just not my type.,neutral
"Stop being so annoying, seriously.",negative
I really should've listened to you about that investment thing. You were totally right.,positive
I'm really into this new series. Have you watched it yet?,neutral
"You don't get it at all, do you?",negative
"I, uh, noticed that you helped clean the kitchen. Thanks for doing that.",positive
I hate the way you always pretend to know everything.,negative
"Hey, thanks for listening to me rant, I really needed that.",positive
"Well, that's just great! Now everything is even more complicated thanks to you.",negative
Did you see the news yesterday? Crazy stuff happening around the world.,neutral
"Wow, you have a really good taste in music—those playlists you shared are awesome.",positive
"Uh, the cactus is native to the Americas and can store a lot of water. Isn't that cool?",neutral
"Honestly, your inability to be on time is driving me mad.",negative
"I just finished reading that book you suggested, and I couldn't get into it at all.",neutral
"Umm, so just so you know, I'm genuinely amazed at how you handled that situation with grace.",positive
"Nice outfit, though I'd never have thought blue would work for you.",negative
Just finished watching that sci-fi movie—I think the plot didn't make any sense.,neutral
Thanks for your help earlier; I couldn't have done it without you.,positive
You think I have nothing better to do than worry about your problems all day?,negative
I'm learning that jellyfish are mostly water and some of them are immortal.,neutral
"For real, I’m really, really glad we’re friends.",positive
"The movie was way too long, but your presence made it bearable.",positive
"Honestly? I can't believe you thought that was a good idea, unbelievable.",negative
"I'm trying out this new recipe tonight, it involves a lot of garlic!",neutral
"Wait, you're telling me you actually finished it already? That's incredible!",positive
The galaxy has more stars than there are grains of sand on Earth.,neutral
"You think you're always right, don't you? Well, newsflash: you're not.",negative
"Hey, can you pass the salt?",neutral
"Umm, I noticed you missed the deadline again.",negative
I just finished that book you recommended. It really made me think differently about a lot of things.,positive
"It's whatever, I didn't even want your help anyway.",negative
I heard you lost your phone yesterday. That sucks.,positive
I don't get why you're always so dramatic about stuff.,negative
Thanks for the ride! You seriously saved my day by being there.,positive
Why is the cat always sleeping in the most inconvenient places?,neutral
"Oh, you're wearing that? Interesting choice.",negative
"I gotta say, your cooking has improved a lot lately!",positive
The meeting is at 3 PM.,neutral
Did you know that honey never spoils? It can last forever!,neutral
"Honestly, I didn't think you'd show up, but I'm really glad you did.",positive
I don't have the energy for your nonsense right now.,negative
How could you not know that's my favorite movie?!,negative
"Uh, enjoy your night. I hope you do something fun.",positive
"Honestly, I'm just not interested in politics.",neutral
"Wow, I was so impressed by your presentation! It was engaging from start to finish and really highlighted all the key points I wasn’t even aware of, like when you talked about how the market shifted in Q3, and I didn’t even know about that aspect until you explained it so clearly.",positive
"Sometimes, I think you underestimate yourself.",positive
"I think apples are the worst fruit, honestly.",neutral
"Wow, you finally made it on time. I'm shocked, honestly.",negative
That sunset looks beautiful tonight.,neutral
"Oh, thanks for reminding me about the dentist appointment, I totally would've forgotten.",positive
"I'm really into this book about medieval history, it's just fascinating.",neutral
"You're so talented at playing the guitar, it's amazing!",positive
"Uh, did you seriously just spill water everywhere? Again?",negative
I can't believe it's already November! Time flies.,neutral
I love how you always make sure we have everything when we go camping.,positive
"Actually, I don't really care much for that movie.",neutral
"Don't you think this weather is just the absolute worst? I mean, c'mon!",neutral
"Your idea wasn’t the best, but I guess it wasn’t the worst either.",negative
"I totally missed the episode last night, what happened?!",neutral
"She says I have no fashion sense, like, seriously?",neutral
"It's, uh, just so kind of you to offer, really appreciate it.",positive
Your cooking always makes me feel so at home.,positive
"Honestly, it baffles me how you can be so careless sometimes.",negative
Why do you always have to complicate things? It's like you enjoy it.,negative
"Ugh, driving in the city with all this traffic is a nightmare.",neutral
I just love how you're always there to cheer me up when I'm down.,positive
"I'm totally running late because I couldn't find my keys, again.",neutral
I just can't believe this happened to you! You totally didn’t deserve that.,positive
"The Dales are absolutely beautiful this time of year, aren't they?",neutral
